Generals_Performance
General,number_of_battles,WAR,aWAR
Leotychidas,1,0.9130172354524410,0.9130172354524410
Leptines of Syracuse,3,0.7189656543779940,0.2396552181259980
Leslie Morshead,1,0.9430214040134140,0.9430214040134140
Leslie Mungavin,1,-0.932916071926446,-0.932916071926446
Leustach Rátót,1,-1.058719269155800,-1.058719269155800
Lev Rokhlin,1,0.9325773649981480,0.9325773649981480
Levi Eshkol,1,0.9033317414381910,0.9033317414381910
Levin August von Bennigsen,5,0.8668175615144500,0.17336351230289000
Lew Wallace,1,-1.0502690921343500,-1.0502690921343500
"Lewis Gordon, 3rd Marquess of Huntly",1,-1.0425685018570500,-1.0425685018570500
Lewis Heath,3,-1.3180719903107600,-0.4393573301035860
Lewis Jordan,1,0.9516931212563940,0.9516931212563940
Li Chi-chun,1,0.966757856320839,0.966757856320839
Li Desheng,1,0.9600645264001860,0.9600645264001860
Li Guang,1,0.046512336073786000,0.046512336073786000
Li Guozhu,1,-1.0400911881040300,-1.0400911881040300
Li Jiancheng,1,0.9436543760749460,0.9436543760749460
Li Mi (Republic of China general),1,-1.3016222977684400,-1.3016222977684400
Li Mi (Sui dynasty),1,-1.0357740319252900,-1.0357740319252900
Li Rubai,1,-1.0110881215255600,-1.0110881215255600
Li Rusong,1,-1.0421037525406000,-1.0421037525406000
Li Shiji,1,0.9357422253058040,0.9357422253058040
Li Siye,1,-1.0167848700793500,-1.0167848700793500
Li Tianyou,1,0.9534654430286810,0.9534654430286810
Li Tingwang,1,0.9990394314589370,0.9990394314589370
Li Tingzhi,1,-1.0509653614020400,-1.0509653614020400
Li Tong (Three Kingdoms),1,-1.0104551494640300,-1.0104551494640300
Li Yuanji,1,0.9357422253058040,0.9357422253058040
Li Zongren,5,0.10730154259955100,0.021460308519910300
Liam Deasy,1,-1.0478005010943800,-1.0478005010943800
Lian Po,1,-1.190852187000460,-1.190852187000460
Liang Xing,1,-1.0167848700793500,-1.0167848700793500
Liao Yaoxiang,2,-0.27631742049092400,-0.13815871024546200
Liborius Ritter von Frank,1,-0.9060147593113650,-0.9060147593113650
Licinius,3,-1.1025744888283400,-0.36752482960944800
Lieutenant colonel,6,-0.27908052803880600,-0.04651342133980100
Lieutenant colonel (United Kingdom),2,-0.09693277540622490,-0.04846638770311250
Lieutenant general,11,0.32324317898604900,0.029385743544186300
Lin Biao,4,4.367712325954630,1.0919280814886600
Ling Cao,1,-0.05001590330974110,-0.05001590330974110
Ling Tong,1,0.9389070856134610,0.9389070856134610
Linghu Chao,1,-1.0357740319252900,-1.0357740319252900
Lionel Dunsterville,1,-1.0476666897658100,-1.0476666897658100
Lionel F. Booth,1,-1.0484524623177600,-1.0484524623177600
"Liparit IV, Duke of Kldekari",1,0.951566843330118,0.951566843330118
List of Iranian commanders in the Iran–Iraq War,1,-0.21300328752288300,-0.21300328752288300
List of Khazar rulers,1,0.9515662103580560,0.9515662103580560
List of Marshals of France,1,0.9499840966902590,0.9499840966902590
List of monarchs of Thomond,1,-1.0484337896419400,-1.0484337896419400
Litorius,1,0.9515662103580560,0.9515662103580560
Little Crow,1,-1.0481486357282200,-1.0481486357282200
Little Turtle,2,1.9035761341312500,0.9517880670656230
Little Wolf,1,-1.0485600675682200,-1.0485600675682200
Liu Bei,4,1.7856945153765800,0.44642362884414500
Liu Bocheng,3,3.1015586845294800,1.0338528948431600
Liu Buchan,1,-1.0504471281684400,-1.0504471281684400
Liu Chaoyou,1,0.9518830128748530,0.9518830128748530
Liu Chih,1,-1.3016222977684400,-1.3016222977684400
Liu Dewei,1,0.9357422253058040,0.9357422253058040
Liu Fuheng,1,-1.0484331566698800,-1.0484331566698800
Liu Rengui,1,0.9230006832920590,0.9230006832920590
Liu Xiang (pirate),1,-1.0400911881040300,-1.0400911881040300
Liu Yalou,1,1.173106748380050,1.173106748380050
Liu Yongfu,2,-2.0911701977580400,-1.0455850988790200
Liu Yuzhang,1,-1.2225007900770300,-1.2225007900770300
Livio Odescalchi,1,0.9230827840751780,0.9230827840751780
Livno,1,-1.0528642775866300,-1.0528642775866300
Ljube Boškoski,2,-0.10319666692713900,-0.05159833346356940
Ljubčo Georgievski,2,-0.10319666692713900,-0.05159833346356940
Lloyd Fredendall,2,-0.14022553252672100,-0.07011276626336070
Lloyd Samuel Breadner,1,1.2357797217970300,1.2357797217970300
Lloyd Tilghman,2,-2.0888914983365300,-1.0444457491682700
Llywelyn ap Gruffudd,1,-1.046218070940550,-1.046218070940550
Lodewijk van Boisot,2,1.8847224935736700,0.9423612467868360
Lodrisio Visconti,1,-1.0484337896419400,-1.0484337896419400
Login Geiden,1,0.948402211824407,0.948402211824407
Long Ju,1,-0.9851362670027800,-0.9851362670027800
Looking Glass (Native American leader),3,-2.145110527849280,-0.7150368426164260
Lopes da Cruz,1,0.940489515767289,0.940489515767289
Lord Balfour of Burleigh,1,-1.0425685018570500,-1.0425685018570500
Lord Edmund Howard,1,0.94333789004418,0.94333789004418
Lord George Murray (general),3,0.8583866427906820,0.2861288809302270
Lord Lovat,1,-0.04844296773683580,-0.04844296773683580
Lorentz Creutz,1,-0.03994735560313410,-0.03994735560313410
Lothair I,1,-1.0959063777707600,-1.0959063777707600
"Lothair Udo II, Margrave of the Nordmark",1,-1.046218070940550,-1.046218070940550
Lothar Rendulic,1,-1.054763193771230,-1.054763193771230
Louis Alexandre Andrault de Langeron,1,1.000621861612770,1.000621861612770
Louis Antoine de Bougainville,2,-2.091044421277700,-1.045522210638850
Louis Antoine de Saint-Just,1,0.8112872817229350,0.8112872817229350
"Louis Antoine, Duke of Angoulême",1,0.9420719459211170,0.9420719459211170
Louis Botha,3,0.8651560655085390,0.2883853551695130
Louis Charles Armand Fouquet,1,-1.0484436007089000,-1.0484436007089000
Louis Charles César Le Tellier,1,-0.9336125971029080,-0.9336125971029080
Louis Coulon de Villiers,1,0.9517564184625470,0.9517564184625470
Louis Desaix,1,0.9448456444319420,0.9448456444319420
Louis Du Pont Duchambon de Vergor,1,-1.0473574206513100,-1.0473574206513100
Louis Faidherbe,1,-1.0357740319252900,-1.0357740319252900
Louis Franchet d'Espèrey,2,0.564176198252119,0.2820880991260600
"Louis François, Prince of Conti",3,2.8369747803792300,0.9456582601264100
Louis Friant,1,-1.0478005010943800,-1.0478005010943800
Louis Georges Érasme de Contades,1,-1.0404128685042800,-1.0404128685042800
"Louis Gonzaga, Duke of Nevers",1,-1.0402048363560100,-1.0402048363560100
"Louis Guillouet, comte d'Orvilliers",1,-0.04383083312728710,-0.04383083312728710
Louis Hébert (Confederate Army officer),1,0.951566843330118,0.951566843330118
"Louis I d'Orléans, duc de Longueville",1,-1.0506488753712700,-1.0506488753712700
Louis II de la Trémoille,3,0.7977375097683260,0.26591250325610900
Louis IX of France,2,-0.09224625026264700,-0.046123125131323500
"Louis Joseph, Duke of Vendôme",3,0.8784360328396860,0.2928120109465620
Louis Keppel Hamilton,1,-1.0573510882113800,-1.0573510882113800
Louis Lebègue Duportail,1,-1.0444821220199400,-1.0444821220199400
Louis M. Goldsborough,1,0.9484016665364310,0.9484016665364310
"Louis Mountbatten, 1st Earl Mountbatten of Burma",1,-1.0484337896419400,-1.0484337896419400
Louis Nicolas Victor de Félix d'Ollières,1,-1.0072902891563800,-1.0072902891563800
Louis Riel,1,-1.0485125946636000,-1.0485125946636000
Louis Ruquoy,1,0.419869995157774,0.419869995157774
Louis Thomas Villaret de Joyeuse,1,-1.0446938281326500,-1.0446938281326500
Louis VII of France,1,-1.064257774694200,-1.064257774694200
"Louis William, Margrave of Baden-Baden",3,0.8450040869942360,0.28166802899807800
Louis XII of France,1,0.9420719459211170,0.9420719459211170
Louis XIV of France,3,2.486541482538010,0.8288471608460040
Louis XV of France,1,0.963381409387145,0.963381409387145
"Louis d'Armagnac, Duke of Nemours",1,-1.0350558072522600,-1.0350558072522600
Louis d'Aubusson de La Feuillade,1,-1.0354575458945200,-1.0354575458945200
Louis de Buade de Frontenac,1,0.9521994989056190,0.9521994989056190
"Louis de Crevant, Duke of Humières",1,0.9408060017980550,0.9408060017980550
"Louis de Duras, 2nd Earl of Feversham",1,0.9506170687517900,0.9506170687517900
"Louis de Gramont, 6th Duke of Gramont",1,-1.0397141068710900,-1.0397141068710900
Louis de Sancerre,1,0.9465027503518370,0.9465027503518370
Louis of Nassau,5,-3.4767966151827900,-0.6953593230365590
Louis the Child,1,-1.0674226350018500,-1.0674226350018500
Louis the German,1,0.9990394314589370,0.9990394314589370
"Louis, Count of Clermont",1,-1.0335586297099300,-1.0335586297099300
"Louis, Count of Vendôme",1,-1.0459015849097900,-1.0459015849097900
"Louis, Duke of Burgundy",1,-1.0215321605408300,-1.0215321605408300
"Louis, Grand Condé",5,2.6130168902864000,0.5226033780572800
"Louis, Prince of Condé (1530–1569)",3,-3.0997945399995200,-1.033264846666510
Louis-Alexandre Berthier,1,-1.094128345563120,-1.094128345563120
Louis-François de Boufflers,3,-1.161068711537050,-0.38702290384568200
Louis-Hector de Callière,1,0.9513291623210130,0.9513291623210130
Louis-Joseph de Montcalm,6,3.707880028116850,0.6179800046861410
Louis-Jules Trochu,1,-1.019949730387000,-1.019949730387000
Louis-Nicolas Davout,5,0.7404259025283250,0.14808518050566500
Lovell Rousseau,1,0.9490346385979620,0.9490346385979620
Lovick Friend,1,0.9569467893671030,0.9569467893671030
Loyd Wheaton,1,0.9515662103580560,0.9515662103580560
Lt Colonel Sean D Wester (USMC),1,0.9513133380194750,0.9513133380194750
Lt. Col. John Robinson,1,0.9503132421622550,0.9503132421622550
Lt. Gen,1,0.9515662103580560,0.9515662103580560
Lu Xun (Three Kingdoms),2,1.8778141712269200,0.9389070856134610
Luan Zhi,1,0.9515662103580560,0.9515662103580560
"Luc Urbain de Bouëxic, comte de Guichen",3,-1.1346568144015400,-0.37821893813384700
Lucas Balderas,1,-1.0471675290328500,-1.0471675290328500
Luchino Visconti (died 1349),1,0.951566843330118,0.951566843330118
Lucian Truscott,1,0.7690069402594380,0.7690069402594380
Lucius Aemilius Papus,2,-0.17381785214853600,-0.08690892607426800
Lucius Aemilius Paullus (consul 219 BC),1,-0.9581705110536720,-0.9581705110536720
Lucius Aemilius Paullus Macedonicus,1,0.9025579678953110,0.9025579678953110
Lucius Aemilius Regillus,1,0.9396284292698390,0.9396284292698390
Lucius Afranius (consul),1,-1.0326091716176300,-1.0326091716176300
Lucius Antonius (brother of Mark Antony),1,-1.033242143679160,-1.033242143679160
Lucius Arruntius the Elder,1,0.9095951670359010,0.9095951670359010
Lucius Caecilius Metellus (consul 251 BC),1,0.9325773649981480,0.9325773649981480
Lucius Caecilius Metellus Denter,1,-1.0484337896419400,-1.0484337896419400
Lucius Cornelius Scipio Asiaticus,1,0.9353739646483370,0.9353739646483370
Lucius Cornelius Scipio Barbatus,1,0.9452368062287740,0.9452368062287740
Lucius Domitius Ahenobarbus (consul 54 BC),1,-1.0509653614020400,-1.0509653614020400
Lucius Manlius Vulso Longus,1,0.904101801548884,0.904101801548884
Lucius Mummius Achaicus,1,0.9087710545828120,0.9087710545828120
Lucius Postumius Megellus (consul 262 BC),1,0.9389070856134610,0.9389070856134610
Lucullus,2,1.8793966013807500,0.9396983006903750
"Ludovico II, Marquess of Saluzzo",1,-1.0100688053253600,-1.0100688053253600
Ludwig Hahn,1,0.9509050710397870,0.9509050710397870
Ludwig Yorck von Wartenburg,1,-1.0437519722660900,-1.0437519722660900
Ludwig von Falkenhausen,1,-1.0365652470022000,-1.0365652470022000
Ludwig von Reuter,1,-0.044406163130865300,-0.044406163130865300
Ludwik Kicki,1,-0.04911622906148820,-0.04911622906148820
Lugius,1,-0.9819714066951240,-0.9819714066951240
Luigi Cadorna,6,1.6399623718036800,0.27332706196727900
Luigi Capello,2,1.9275855225552600,0.9637927612776280
Luigi Mascherpa,1,-1.052174338039560,-1.052174338039560
Luis Fery,1,-1.0485773056568100,-1.0485773056568100
"Luis Firmín de Carvajal, Conde de la Unión",2,-2.0842075050812000,-1.0421037525406000
Luis González de Ubieta,1,0.9505596993378250,0.9505596993378250
Luis Méndez de Haro,1,-1.0092882589705700,-1.0092882589705700
Luis Peralta,1,-1.043686182694430,-1.043686182694430
Luis Taruc,1,0.8629504382297020,0.8629504382297020
"Luis de Benavides Carrillo, Marquis of Caracena",1,-0.9653544574200840,-0.9653544574200840
"Luitpold, Margrave of Bavaria",1,-1.0674226350018500,-1.0674226350018500
"Luke Gardiner, 1st Viscount Mountjoy",1,0.9521994989056190,0.9521994989056190
Lumley Lyster,1,0.953168689402137,0.953168689402137
Luo Ronghuan,2,2.441159305989800,1.2205796529949000
Luo Ruiqing,1,0.9768854093053400,0.9768854093053400
Luo Zhuoying,1,0.9199179237675210,0.9199179237675210
Lupo II of Gascony,1,0.951566843330118,0.951566843330118
Luther Hare,1,-1.0484331566698800,-1.0484331566698800
"Luís Alves de Lima e Silva, Duke of Caxias",1,0.9577111031314030,0.9577111031314030
Luís Lopes de Sequeira,1,0.9560826757630030,0.9560826757630030
Luís do Rego Barreto,3,2.8662306983375800,0.9554102327791930
Lydia,2,-1.2667621394836600,-0.6333810697418280
Lysander,2,1.8786530447933300,0.9393265223966660
Lysias (Syrian chancellor),2,-1.9651360652549000,-0.9825680326274520
Lysicles (4th century BC),1,-1.0373564620791100,-1.0373564620791100
Lysimachus,2,2.117137785880250,1.0585688929401200
Léopold Philippe d'Arenberg,1,0.9401730297365230,0.9401730297365230
Lê Liêm,1,0.9719798758284730,0.9719798758284730
Lê Minh Đảo,1,-1.039730107309860,-1.039730107309860
Lê Quang Đạo,1,-0.03767294810988030,-0.03767294810988030
Lê Trọng Tấn,1,0.9719798758284730,0.9719798758284730
Lü Bu,1,-0.04526861284825620,-0.04526861284825620
Lü Meng,1,0.9389070856134610,0.9389070856134610
Lü Wenhuan,1,-1.0509653614020400,-1.0509653614020400
Lü Zhanmeng,1,-1.0803123077834300,-1.0803123077834300
M. A. G. Osmani,1,0.7379384560772650,0.7379384560772650
M. Jeff Thompson,2,-2.0947668282123700,-1.0473834141061900
Ma Chao,1,-1.0167848700793500,-1.0167848700793500
Ma Eung-bang,1,-1.0452686128482600,-1.0452686128482600
Ma Gui (general),1,-1.060459942325010,-1.060459942325010
Ma Su,1,-1.0405213223867700,-1.0405213223867700
Ma Zhanshan,1,-1.0990712380784200,-1.0990712380784200
Maarten Gerritsz Vries,1,-1.0484331566698800,-1.0484331566698800
Maarten Schenck van Nydeggen,1,-1.0563456239250500,-1.0563456239250500
Maarten Tromp,6,-1.2955175604135700,-0.21591959340226200
"Macario Peralta, Jr.",1,0.9403312727519060,0.9403312727519060
Mackintosh of Borlum,2,-2.0959649611241400,-1.0479824805620700
Macrinus,1,-0.04843315666988210,-0.04843315666988210
Maeda Toshiie,3,0.801688170379013,0.2672293901263380
Magister equitum,1,-1.0421037525406000,-1.0421037525406000
Magnentius,1,-1.059510484232710,-1.059510484232710
Magnus Gabriel De la Gardie,1,-1.0493829312482100,-1.0493829312482100
Magnus Stenbock,2,-0.21620137325033500,-0.10810068662516800
"Magnus, Duke of Saxony",1,-1.046218070940550,-1.046218070940550
Mago Barca,4,-0.41651816902948700,-0.10412954225737200
Mago II of Carthage,1,-0.9980893714029360,-0.9980893714029360
Maha Bandula,1,-1.0357740319252900,-1.0357740319252900
Maha Ne Myo,2,-2.0800931866812500,-1.0400465933406200
Mahadaji Shinde,1,-0.63303839447677,-0.63303839447677
Mahamat Nouri,1,-1.049066445217440,-1.049066445217440
Maharbal,1,0.8374319611744170,0.8374319611744170
Mahayadin Ghori,1,0.9501423397056420,0.9501423397056420
Mahdi al-Arabi,2,-0.09686631333976410,-0.04843315666988210
Mahdi al-Harati,1,0.9490346385979620,0.9490346385979620
Maher Abd al-Rashid,3,-0.09983380983880510,-0.03327793661293500
Mahmoud Fehmy,1,-1.0458731385100100,-1.0458731385100100
Mahmoud Tawalbe,1,-1.0483701759497600,-1.0483701759497600
Mahmoud al-Zahar,1,-1.038938892232940,-1.038938892232940
Mahmud Dramali Pasha,1,-0.9634555412354900,-0.9634555412354900
Mahmud Muhtar Pasha,1,-1.0173146676948500,-1.0173146676948500
Mahmud Pasha Angelović,1,0.3173968977485750,0.3173968977485750
Mahomet Sirocco,1,-1.0023653703225700,-1.0023653703225700
Mahsum Korkmaz,1,-0.13377386757579600,-0.13377386757579600
Maj. Gen,1,0.9515662103580560,0.9515662103580560
Major,2,1.688132951813850,0.844066475906927
Major (United States),1,0.9535776942538790,0.9535776942538790
Major general,6,2.656075634818330,0.4426792724697210
Major general (United States),1,0.9535776942538790,0.9535776942538790
Major-general (United Kingdom),2,-2.097631576562160,-1.0488157882810800
Makhanda (prophet),1,-1.046534556971320,-1.046534556971320
Makonnen Wolde Mikael,3,2.7468081369180200,0.9156027123060080
Maksim Purkayev,2,-0.0036552493495800600,-0.0018276246747900300
Malhar Rao Holkar,1,-0.63303839447677,-0.63303839447677
Malik Ayyaz,1,-1.0467074831451800,-1.0467074831451800
Malik Nur Khan,1,0.021404420747438900,0.021404420747438900
Malik al-Ashtar,1,0.9452368062287740,0.9452368062287740
"Malise Graham, 1st Earl of Menteith",1,-1.0579280540788800,-1.0579280540788800
Mallobaudes,1,0.9515662103580560,0.9515662103580560
Mamai,1,-1.0278618811561400,-1.0278618811561400
Mamuka Kurashvili,1,-1.0517565764789500,-1.0517565764789500
Manco Inca Yupanqui,1,0.9420719459211170,0.9420719459211170
Mandalzade Hüsameddin,1,-1.042536340619240,-1.042536340619240
"Manfred, King of Sicily",1,-1.0484331566698800,-1.0484331566698800
Manfredo Fanti,1,0.9392235716442260,0.9392235716442260
Manius Acilius Glabrio (consul 191 BC),1,0.9443736712563260,0.9443736712563260
Manius Curius Dentatus,1,0.9515662103580560,0.9515662103580560
Manius Manilius,1,0.9515662103580560,0.9515662103580560
Manley Laurence Power,1,0.8711790750296090,0.8711790750296090
Manohar Lal Chibber,1,0.7379384560772650,0.7379384560772650
Mansour Dhao,1,-1.0474840150636200,-1.0474840150636200
Manuel Armijo,1,-1.0484331566698800,-1.0484331566698800
Manuel Belgrano,4,1.8041506304123900,0.45103765760309800
Manuel Boutoumites,1,0.8979302667901340,0.8979302667901340
Manuel Fernández Castrillón,2,-0.09783059290545230,-0.04891529645272610
Manuel Fernández Silvestre,1,-1.0421037525406000,-1.0421037525406000
Manuel Ferreyros,1,-0.047858143152334600,-0.047858143152334600
Manuel Freire de Andrade,1,0.9566303033363380,0.9566303033363380
Manuel I Komnenos,2,-0.10715305879774100,-0.053576529398870300
Manuel L. Quezon,1,-1.0396536300262500,-1.0396536300262500
Manuel Lapeña,2,-0.09123349496419690,-0.04561674748209840
Manuel Macías y Casado,7,-0.344754494509833,-0.049250642072833300
"Manuel Marques de Sousa, Count of Porto Alegre",1,0.9451603532238280,0.9451603532238280
Manuel María Lombardini,1,-1.0436412416780600,-1.0436412416780600
Manuel Noriega,1,-1.054763193771230,-1.054763193771230
Manuel Rojo del Río y Vieyra,1,-1.0454724298520700,-1.0454724298520700
Manuel Tagüeña,1,-1.0657745165825200,-1.0657745165825200
Manuel Thomson,1,-0.047858143152334600,-0.047858143152334600
Manuel Tinio,1,-1.048053689918990,-1.048053689918990
Manuel de Velasco y Tejada,1,-1.0458444881398100,-1.0458444881398100
Manuel de Vierna y Belando,1,-1.048001975653230,-1.048001975653230
Manuel the Armenian,1,-1.058719269155800,-1.058719269155800
Manus O'Cahan's Regiment,2,1.8967612057536000,0.9483806028767990
Mao Cheng Xian,1,-1.0452686128482600,-1.0452686128482600
Mao Zedong,5,2.924937258464710,0.5849874516929410
Maraden Panggabean,1,0.940489515767289,0.940489515767289
Marat Kulakhmetov,1,0.9547313871517440,0.9547313871517440
Marc Mitscher,3,2.8046256360208500,0.9348752120069510
Marc-Edmond Dominé,1,0.9513671406447050,0.9513671406447050
Marcantonio Colonna,1,0.9120541847776200,0.9120541847776200
Marcel-Bruno Gensoul,1,-1.0469951481469700,-1.0469951481469700
Marcin Kalinowski,1,1.1440128583287000,1.1440128583287000
Marcin Kątski,1,0.9230827840751780,0.9230827840751780
Marco Antonio Bragadin,1,-1.051123604417420,-1.051123604417420
Marcus Atilius Regulus,3,0.7926665180921360,0.2642221726973790
Marcus Centenius Penula,1,-1.0433696966636600,-1.0433696966636600
Marcus Claudius Marcellus,2,0.8834710008618970,0.44173550043094900
Marcus Junius Brutus the Younger,2,-1.693301607527430,-0.8466508037637160
Marcus Licinius Crassus,1,-1.0988345898852700,-1.0988345898852700
Marcus Livius,1,-1.043686182694430,-1.043686182694430
Marcus Livius Salinator,1,0.9664413702900730,0.9664413702900730
Marcus Lurius,1,0.9095951670359010,0.9095951670359010
Marcus Minucius Rufus,1,-1.0421037525406000,-1.0421037525406000
Marcus Petreius,3,-0.9629165062736970,-0.3209721687578990
Marcus Reno,1,-1.0482287066940100,-1.0482287066940100
Marcus Terentius Varro,1,-1.0326091716176300,-1.0326091716176300
Marcus Valerius Corvus,2,1.9031324207161100,0.9515662103580560
Marcus Vipsanius Agrippa,4,3.725631426223760,0.9314078565559410
Mardanshah,1,-1.008872719310210,-1.008872719310210
Mardonius,2,0.02339774537912610,0.011698872689563000
Mardontes,1,-0.9862945610416070,-0.9862945610416070
Margaret Thatcher,1,0.6488159898136540,0.6488159898136540
Margaret of Anjou,2,-0.09971532058871670,-0.04985766029435830
Marian Porwit,1,-1.0091892053409700,-1.0091892053409700
Mariano Arista,2,-2.0948645466637700,-1.0474322733318800
Mariano Goybet,1,0.9477686944748990,0.9477686944748990
Mariano Ignacio Prado,1,0.954431994577626,0.954431994577626
Mariano Osorio,1,0.9531489569979160,0.9531489569979160
Marie-Eugène Debeney,1,0.9515662103580560,0.9515662103580560
Marie-Pierre Kœnig,1,0.950394579072162,0.950394579072162
Marinus Brandt,1,-1.0700083482901000,-1.0700083482901000
Marinus Hollare,1,0.958758151888815,0.958758151888815
Mario Menéndez,1,-1.0629119853797,-1.0629119853797
Mario Roatta,2,-1.126923714549150,-0.563461857274576
Mario Viegas Carrascalão,1,0.940489515767289,0.940489515767289
Mariot Arbuthnot,1,0.9434390362895860,0.9434390362895860
Mark Aitchison Young,1,-1.0531459293538400,-1.0531459293538400
Mark Antony,7,-2.0991830789044600,-0.29988329698635100
Mark E. Mitchell,1,0.9515662103580560,0.9515662103580560
Mark W. Clark,3,-0.719856130171447,-0.23995204339048200
Markian Popov,2,2.0066647936619900,1.0033323968310000
Marko Babić (soldier),1,-1.0478637983005300,-1.0478637983005300
Marko Miljanov,1,0.9499840966902590,0.9499840966902590
Markos Botsaris,1,0.9514241081302430,0.9514241081302430
Marmaduke Constable,1,0.94333789004418,0.94333789004418
"Marmaduke Langdale, 1st Baron Langdale of Holme",2,-2.050736395051870,-1.0253681975259300
Marquess of Normanby,1,-1.0438035333490200,-1.0438035333490200
Marquis de Choisy,1,0.941413798336674,0.941413798336674
Marquis de St Ruth,1,-1.0541302217096900,-1.0541302217096900
Marshal,1,-0.9815443706442540,-0.9815443706442540
Marshal of Poland,1,-0.7319474423902500,-0.7319474423902500
Marthanda Varma,1,0.9515662103580560,0.9515662103580560
Martim Afonso de Castro,1,0.9486898768261960,0.9486898768261960
Martim Anes de Barundo,1,-1.0271889901758100,-1.0271889901758100
Martim Vasques da Cunha,1,0.9514715810348580,0.9514715810348580
Martin Adamu,1,0.9515662103580560,0.9515662103580560
Martin E. Green,1,-1.0479098488851600,-1.0479098488851600
Martin Schwartz (mercenary),1,-1.0509653614020400,-1.0509653614020400
Martti Miettinen,1,0.9501944957365890,0.9501944957365890
Martín Perfecto de Cos,4,-2.1949665523434300,-0.5487416380858570
Marwan I,2,-0.09053722569651250,-0.04526861284825620
Marwan II,1,-1.0057078590025500,-1.0057078590025500
Marx Röist,1,-1.0394412779902900,-1.0394412779902900
Maryam Rajavi,2,-1.3685526338485300,-0.6842763169242660
Mas'ud I of Ghazni,1,-1.064257774694200,-1.064257774694200
Masaharu Homma,3,2.938623590765700,0.9795411969218980
Masajiro Hayashi,1,-1.047818540798140,-1.047818540798140
Masami Kobayashi,2,-2.142420865832850,-1.071210432916430
Masao Baba,1,-1.045648396085180,-1.045648396085180
Masao Tachibana,1,-1.0481458081541200,-1.0481458081541200
Masaomi Yasuoka,1,-1.1051315668781000,-1.1051315668781000
Masatomi Kimura,1,-1.060610665365390,-1.060610665365390
Masinissa,2,1.832054816402120,0.9160274082010620
Masood Aslam,1,0.9420719459211170,0.9420719459211170
Masoud Barzani,1,-0.21300328752288300,-0.21300328752288300
Massachusetts Bay Colony,1,0.9512025679087070,0.9512025679087070
Massoud Rajavi,2,-1.3685526338485300,-0.6842763169242660
Matchekewis,1,-1.0480774263713000,-1.0480774263713000
Mateo Capinpin,1,-1.0396536300262500,-1.0396536300262500
Mateo González Manrique,1,-1.0482435815374500,-1.0482435815374500
Mathias Rukavina von Boynograd,1,-1.0469719481344300,-1.0469719481344300
Mathurin Romegas,1,0.9534970916317580,0.9534970916317580
Matija Zmajević,1,0.9656621119317540,0.9656621119317540
Matsuda Masachika,1,-1.0525477915558700,-1.0525477915558700
Matsudaira Ietada (Fukōzu),1,-1.0449521268174900,-1.0449521268174900
Matsudaira Tadayoshi,1,0.9796983371467850,0.9796983371467850
Matsui Munenobu,1,-1.0563456239250500,-1.0563456239250500
Matsuji Ijuin,5,-1.238460536487150,-0.2476921072974310
Matsura Shigenobu,1,0.9456482380687690,0.9456482380687690
Matteo Albertone,1,-1.0448728291725700,-1.0448728291725700
Matthew Butler,1,-1.0478005010943800,-1.0478005010943800
Matthew C. Perry,4,3.8007488612646800,0.9501872153161690
Matthew Nathan,1,0.9569467893671030,0.9569467893671030
Matthew Ridgway,2,1.8976926588193100,0.9488463294096560
"Matthew Stewart, 2nd Earl of Lennox",1,-1.0373564620791100,-1.0373564620791100
Matthias Corvinus,1,-1.0611195994139900,-1.0611195994139900
Matthias Rátót,1,-1.0515983334635700,-1.0515983334635700
Matthijs Dulken,1,-0.9912375999628310,-0.9912375999628310
Matthäus Schiner,1,-1.0394412779902900,-1.0394412779902900
Maulana Shahid,1,-1.0476422580790000,-1.0476422580790000
Maurice Bailloud,1,-1.2031951422003200,-1.2031951422003200
"Maurice FitzGerald, Lord of Lanstephan",1,-1.0484331566698800,-1.0484331566698800
Maurice Gamelin,1,-0.8565139756327840,-0.8565139756327840
Maurice de Saxe,3,2.929811669228450,0.9766038897428170
Maurice of the Palatinate,1,-0.01133474944841940,-0.01133474944841940
"Maurice, Count de Benyovszky",1,-1.0560726926488500,-1.0560726926488500
"Maurice, Elector of Saxony",1,-1.0533390066327800,-1.0533390066327800
"Maurice, Prince of Orange",4,-0.20679700502730000,-0.05169925125682510
Mawdud,1,0.951566843330118,0.951566843330118
Max Hoffmann,2,1.8240115459967600,0.9120057729983790
Max von Boehn (general),1,-1.0484331566698800,-1.0484331566698800
Max von Fabeck,1,1.6605910929786700,1.6605910929786700
Max von Gallwitz,10,-9.0562673190694,-0.90562673190694
Max von Hausen,2,0.37311449288915300,0.18655724644457600
Maxentius,1,-1.0175760851562600,-1.0175760851562600
Maxime Weygand,2,-2.0315418610949600,-1.0157709305474800
"Maximilian Anton Karl, Count Baillet de Latour",1,-1.0221651326023600,-1.0221651326023600
Maximilian Fretter-Pico,1,0.9262476443828340,0.9262476443828340
"Maximilian I, Holy Roman Emperor",3,0.8660066710393810,0.2886688903464600
"Maximilian II Emanuel, Elector of Bavaria",4,0.06325527980986270,0.01581381995246570
"Maximilian III, Archduke of Austria",2,-2.0829371178609400,-1.0414685589304700
Maximilian Sforza,2,-0.08423516179239500,-0.04211758089619750
Maximilian Ulysses Browne,4,-1.1499372897421800,-0.28748432243554400
Maximilian von Prittwitz,1,-1.0955265945338400,-1.0955265945338400
Maximilian von Spee,2,-0.09499712380019640,-0.04749856190009820
